,Main Title,Sub Title,Author,Publisher,Book Cover,Designation,ISBN,Publication Year,Language,Quantity,Subject Area,Status,Name,C/O Date,,Return Date
SE97,An Intruduction to MultiAgent Systems,,Michael Wooldridge,John Wiley & Sons,"https://images-na.ssl-images-amazon.com/images/I/518QgDaMa3L._SX258_BO1,204,203,200_.jpg",SE,9780470519462,2009,en,1,Multi Agent Systems,Available,,,,
SE98,Numsense! Data Science for the Layman,(no math added),"Annalyn Ng, Kenneth Soo",,https://m.media-amazon.com/images/I/41w+YS0fjPL._AC_UY436_FMwebp_QL65_.jpg,SE,,,,1,"Annalyn Ng, Kenneth Soo",Missing,,,,
SE98.1,Numsense! Data Science for the Layman,(no math added),"Annalyn Ng, Kenneth Soo",,https://m.media-amazon.com/images/I/41w+YS0fjPL._AC_UY436_FMwebp_QL65_.jpg,SE,,,,1,"Annalyn Ng, Kenneth Soo",Available,,,,
SE99,"Practical, Object-Oriented Design",An Agile Primer Using Ruby,Sandi Metz,,https://m.media-amazon.com/images/I/61qpmhZRxGL._AC_UY436_FMwebp_QL65_.jpg,SE,,,,,,Available,,,,
SE100,Online-Shops mit Magento,,"Roman Zenner, Rico Neitzel",O'Reilly Verlag,https://m.media-amazon.com/images/I/91sADRec6lL._AC_UL640_FMwebp_QL65_.jpg,SE,9783897215931,2011,de,1,online shops,Available,,,,
SE101,Java,Der Grundkurs,Michel Kofler,Rheinwerk Verlag,https://m.media-amazon.com/images/I/714mPU-o5wL._AC_UY436_FMwebp_QL65_.jpg,SE,9783836245814,2018,de,1,Java,Available,,,,
SE102,Das kleine Werkbuch Elektronik,,Dieter Nührmann,Franzis-Verlag,https://m.media-amazon.com/images/I/51DTN1YD04L._AC_UY436_FMwebp_QL65_.jpg,SE,3772371744,1994,de,1,"Datensammlungen, Bauelemente, Grundschaltungen",Available,,,,
SE103,Dreaming in Code,,Scott Rosenberg,Crown Publishers,https://m.media-amazon.com/images/I/81QqfVpuxiL._AC_UY436_FMwebp_QL65_.jpg,SE,9781400082469,2007,en,1,"Information Age, Human Mind",Available,,,,
SE104,Algorithms Illuminated,Part 1: The Basics,Tim Roughgarden,Soundslikeyourself Publishing LLC,https://m.media-amazon.com/images/I/71hVAw0GcIL._AC_UY436_FMwebp_QL65_.jpg,SE,9780999282908,2017,EN,1,Algorithms,Missing,,,,
SE105,Algorithms Illuminated,Part 2: Graph Algorithms and Data Structures,Tim Roughgarden,Soundslikeyourself Publishing LLC,https://m.media-amazon.com/images/I/71x73K6N3RL._AC_UY436_FMwebp_QL65_.jpg,SE,9780999282922,2018,EN,1,"Graph Algorithms, Data Structures",Rented,Eva Lam,25-Jun-2020,,14-Aug-2020
SE106,Being Geek,The Software Developer's Career Handbook,Michael Lopp,O'Reilly Media Inc,https://m.media-amazon.com/images/I/71IunXDs77L._AC_UY436_FMwebp_QL65_.jpg,SE,9780596155407,2010,EN,1,Software Development,Available,,,,
SE107,How Javascript Works,,Douglas Crockford,Virgule Solidus,https://m.media-amazon.com/images/I/71K5DR1-xeL._AC_UY436_FMwebp_QL65_.jpg,SE,9781949815009,2018,EN,1,Javascript,Available,,,,
SE108,Java ,Software Structures,Lewis & Chase,Argosy Publishing,https://pictures.abebooks.com/isbn/9780321225313-uk.jpg,SE,321225317,,en,1,Designing and using Data Structures,Available,,,,
SE109,A Tour of C++,,Bjarne Stroustrup,Addison-Wesley,"https://images-na.ssl-images-amazon.com/images/I/41C9TtXr0hL._SX398_BO1,204,203,200_.jpg",SE,9780134997834,2019,en,1,C++,Available,,,,
SE110,C++,Concurrency in action,Anthony Williams,Manning Publications,https://m.media-amazon.com/images/I/818wTWYXsbL._AC_UY436_FMwebp_QL65_.jpg,SE,9781617294693,2019,en,1,C++,Available,,,,
SE111,The C++,Programming Language,Bjarne Stroustrup,Addison-Wesley,https://m.media-amazon.com/images/I/51KEqIsBa4L._AC_UY436_FMwebp_QL65_.jpg,SE,9780321958327,2013,en,1,C++,Available,,,,
SE112,Programming ,Principles and Practice Using C++,Bjarne Stroustrup,Addison-Wesley,https://pictures.abebooks.com/isbn/9780321992789-uk.jpg,SE,9780321992789,2018,en,1,C++,Rented,Yuhao Zhong,20-Jul-2020,,3-Aug-2020
SE113,C++ Primer,,"Stanley B.Lippman, Josée Lajoie, Barbara E.Moo",Addison-Wesley,https://m.media-amazon.com/images/I/41ArJlUM+2L._AC_UY436_FMwebp_QL65_.jpg,SE,9780321714114,2013,en,1,C++,Available,,,,
SE114,Python Data Science Handbook,Essential tools for working with data,Jake VanderPlas,O'Reilly Media Inc,"https://images-na.ssl-images-amazon.com/images/I/51wwKopZaDL._SX379_BO1,204,203,200_.jpg",SE,9781491912058,2017,en,1,"Python Data Science
",Missing,,,,
SE115,Foundations for Architecting Data Solutions,Managing successful data projects,Ted Malaska & Jonathan Seidman,O'Reilly Media Inc,"https://images-na.ssl-images-amazon.com/images/I/51azTwvO1AL._SX379_BO1,204,203,200_.jpg",SE,9781492038740,2018,en,1,Data,Available,,,,
SE116,Streaming Systems,"The what, where, when and how of large-scale data processing","Tyler Akidau, Slava Chernyak & Reuven Lax",O'Reilly Media Inc,"https://images-na.ssl-images-amazon.com/images/I/51IK1s4J-8L._SX379_BO1,204,203,200_.jpg",SE,9781491983874,2018,en,1,Data Processing,Available,,,,
SE117,Designing Data-Intensive Applications,"The big ideas behind reliable, scalable and maintainable systems",Martin Kleppmann,O'Reilly Media Inc,"https://images-na.ssl-images-amazon.com/images/I/514xvNk9rTL._SX379_BO1,204,203,200_.jpg",SE,9781449373320,2017,en,1,"Data-Intensive Applications
",Available,,,,
SE118,Big Data Architect's Handbook,A guide to building proficiency in tools and systems used by leading big data experts,Syed Muhammad Fahad Akhtar,Packt Publishing,https://images-na.ssl-images-amazon.com/images/I/51UTLUusRxL.jpg,SE,9781788835824,2018,en,1,Big Data,Available,,,,
SE119,"Continuous Integration, Delivery, and Deployment","Reliable and faster software releases with automating builds, tests, and deployment",Sander Rossel,,,,,,,,Testing,Available,,,,
SE120,Modern Robotics,"Mechanics, Planning, and Control","Kevin M. Lynch, Frank C. Park",,,,,,,,Robotics,Available,,,,
SE121,Linear Algebra and its Applications,,Gilbert Strang,,,,,,,,Algebra,Available,,,,
SE122,Learning Robotics using Python,"Design, Stimulate, Program, and Protoype an autonomous mobile robot using ROS, OpenCV, PCL, and Python",Lentin Joseph,,,,,,,,Robotics,Available,,,,
SE123,Introduction to Linear Algebra,,Gilbert Strang,,,,,,,,Algebra,Available,,,,
SE124,The Ray Tracer Challenge,A Test-driven guide to your first 3D Renderer,Jamis Buck,,,,,,,,Computer Graphics,Available,,,,
SE125,The Art of Computer Programming Volume 1,Fundamental Algorithms,Donald E. Knuth,,,,,,,,Computer Science/Programming,Available,,,,
SE126,The Art of Computer Programming Volume 2,Seminumerical Algorithms,Donald E. Knuth,,,,,,,,Computer Science/Programming,Available,,,,
SE127,The Art of Computer Programming Volume 3,Sorting and Searching,Donald E. Knuth,,,,,,,,Computer Science/Programming,Available,,,,
SE128,The Art of Computer Programming Volume 4A,Combinatorial Algorithms,Donald E. Knuth,,,,,,,,Computer Science/Programming,Available,,,,
SE129,Object -Oriented Analysis and Design with Applications,Third Edition,"Grady Booch, Robert A. Maksimchuk, Michael W. Engle, Bobbi J. Young, Ph.D. Jim Conallen, Kelli A. Houston",,,,,,,,Object oriented software design,Missing,,,,
SE130,An Introduction to Statistical Learning,With Application in R,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani",,,,,,,,Statistics,Available,,,,
SE131,Probability,For the Enthusiastic Beginner,David Morin,,,,,,,,Probability,Available,,,,
SE132,Pattern Recognition and Machine Learning,,Christopher M. Bishop,,,,,,,,Computer Science,Available,,,,
SE133,Bayesian Statistics The Fun Way,"Understanding Statistics and Probability with Star Wars®, Lego®, and Rubber Ducks",Will Kurt,,,,,,,,Mathematics/Probability & Statistics,Available,,,,
SE134,Mastering of Programming,Conversations with the Creators of Major Programming Languages,"Fedrico Biancuzzi, Shane Warden",,,,,,,,Software Programming,Missing,,,,
ID01,The Experience Economy,,Joseph Pine,Harvard Business School Publishing,https://m.media-amazon.com/images/I/81LZn9bXLmL._AC_UY436_FMwebp_QL65_.jpg,ID,9781422161975,2011,en,1,experience design / theory,Available,,,,
ID02,Experience Design,Technology for All the Right Reasons,Marc Hassenzahl,Morgan & Claypool Publishers,http://books.google.com/books/content?id=pwGsZZBBlLAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781608450473,2010,en,1,Computer Science,Available,,,,
ID03,Sketching User Experiences,The Workbook - DE,"Saul Greenberg, Sheelagh Carpendale, Nicolai Marquardt, Bill Buxton",Elsevier,http://books.google.com/books/content?id=c-RAUXk3gbkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9783826694592,2014,en,1,HCI/Interactive Design,Available,,,,
ID03.1,Sketching User Experience,The Workbook - EN,"Saul Greenberg, Sheelagh Carpendale, Nicolai Marquardt, Bill Buxton",,,ID,,,,1,HCI/Interactive Design,Available,,,,
ID04,Interpreting Qualitative Data,,David Silverman,,,,,,,,Research,Available,,,,
ID05,Designing Interactions,,Bill Moggridge,The MIT Press,https://m.media-amazon.com/images/I/51ui4djJ6VL._AC_UY436_FMwebp_QL65_.jpg,ID,9780262134743,2007,en,2,user experience,Available,,,,
ID05.1,Designing Interactions,,Bill Moggridge,The MIT Press,https://m.media-amazon.com/images/I/51ui4djJ6VL._AC_UY436_FMwebp_QL65_.jpg,ID,9780262134743,2007,en,2,user experience,Available,,,,
ID06,Experience Design in the Automotive Context,,Martin Knobel,,,ID,,,,1,experience design,Missing,,,,
ID07,Experience Prototyping for Automotive Applications,,Sebastian Löhmann,,,ID,,,,1,experience design,Missing,,,,
ID08,The Design of Everyday Things,,Don Norman,,,ID,,,,1,Design/Business/Psychology,Rented,Marie Spreitzer,2020-07-24,,7-Aug-2020
ID08.1,The Design of Everyday Things,,Don Norman,,,,,,,,Design/Business/Psychology,Available,,,,
ID09,About Face - The Essentials of Interaction Design,The Completely Updated Classic on Creating Delightful User Experiences,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel",John Wiley & Sons,http://books.google.com/books/content?id=w9Q5BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781118766576,2014,en,1,Design,Rented,Anamika,25-Jun-2020,,6-Aug-2020
ID10,The SAGE Handbook of Qualitative Research,,Denzin Lincoln,,,ID,,,,1,Research,Available,,,,
ID11,Don't Make Me Think,Das intuitive Web - Web and Mobile Usability,Steve Krug,mitp,https://m.media-amazon.com/images/I/51pnouuPO5L._AC_UL872_FMwebp_QL65_.jpg,ID,9783826697050,2014,en,1,Design,Available,,,,
ID11.1,Don't Make Me Think,A common sense approach to web and mobile usability,Steve Krug,mitp,https://m.media-amazon.com/images/I/51pnouuPO5L._AC_UL872_FMwebp_QL65_.jpg,ID,9783826697050,2014,en,1,Design,Available,,,,
ID12,Uncertainty and Possibility,New Approaches to Future Making in Design Anthropology,"Sarah Pink, Yoko Akama, Shanti Sumartojo",Bloomsbury Publishing,http://books.google.com/books/content?id=YmNHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781350002715,2018,en,1,Anthropology,Available,,,,
ID13,This Human,how to be the person designing for other people,Melis Senova,BIS Publisher,https://m.media-amazon.com/images/I/71-7y9qCbUL._AC_UY436_FMwebp_QL65_.jpg,ID,9789063604609,2017,en,1,,Available,,,,
ID14,Designing the invisible,an introduction to service design,Lara Penin,,,ID,,,,1,Service Design,Available,,,,
ID15,100 Things Every Designer Needs to Know About People,,Susan Weinschenk,Pearson Education,http://books.google.com/books/content?id=yODWdMUhkFwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9780321767530,2011,en,1,Desktop Publishing,Available,,,,
ID16,How to Design and Report Experiments,,Andy Field & Graham Hole,,,,,,,,Experimental Design,Available,,,,
ID17,Design research,"methods and perspectives / Brenda Laurel, editor.","Laurel, Brenda",,,ID,,,,1,design research,Available,,,,
ID18,Design research methods,150 ways to inform design,Robert Curedale,Design community college Inc.,,ID,9780988236257,2013,en,1,design research practical tools & methods,Missing,,,,
ID19,Communication Design,Insights from the Creative Industries,"Derek Yates, Jessie Price",Bloomsbury Publishing,http://books.google.com/books/content?id=W043DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781472534408,2015,en,1,Design,Available,,,,
ID20,Design transitions,"inspiring stories, global viewpoints, how design is changing","Emma Jefferies, Joyce Yee, Lauren Tan",BIS Publisher,https://m.media-amazon.com/images/I/81qdwN4xBbL._AC_UL640_FMwebp_QL65_.jpg,ID,9789063693213,2013,en,1,overview,Available,,,,
ID21,Participate designing with user-generated content,,Helen Armstrong & Zvezdana Stojmirovic,,,ID,,,,1,user research / co-creation,Available,,,,
ID22,This is Service Design Thinking,"Basics, Tools, Cases","Marc Stickdorn, Jakob Schneider",Bis Publishers,http://books.google.com/books/content?id=o4ZPYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ID,9789063692797,2017,en,1,Consumer Behavior,Available,,,,
ID23,Universal methods of design,"125 ways to research complex problems, develop innovative ideas, and design effective solutions",Bella Martin & Bruce Hanington,,,ID,,,,1,design tools,Available,,,,
ID24,Design thinking,understanding how designers think and work,Nigel Cross,Bloomsbury Publishing,https://m.media-amazon.com/images/I/61QqZhR2m1L._AC_UY436_FMwebp_QL65_.jpg,ID,9781350092662,2018,en,1,design theory,Available,,,,
ID25,In the Bubble,Designing in a Complex World,John Thackara,MIT Press,http://books.google.com/books/content?id=yuM68Q8WJUIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9780262201575,2006,en,1,Business & Economics,Available,,,,
ID26,Storytelling for user experience crafting stories for better design.,,Whitney Quesenbery et al,,,ID,,,,1,UX storytelling,Missing,,,,
ID27,Design Thinking for Strategic Innovation,What they can't teach you at business or design school,Idris Mootee,John Wiley & Sons,https://m.media-amazon.com/images/I/51oYH9v4E8L._AC_UY436_FMwebp_QL65_.jpg,ID,9781118620120,2013,en,1,design thinking,Available,,,,
ID28,Creative Confidence,Unleashing the creative potential within us all,David Kelley,William Collins,https://m.media-amazon.com/images/I/41jdjijYb7L._AC_UY436_FMwebp_QL65_.jpg,ID,9780008139384,2015,en,1,design thinking,Available,,,,
ID29,Understanding Comics,The Invisible Art,Scott McCloud,Harper Collins Publishers,http://books.google.com/books/content?id=0XBxpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ID,006097625X,1994,en,1,Animation,Available,,,,
ID30,Information is Beautiful,,David McCandless,Collins Publishers,http://books.google.com/books/content?id=GAJXMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ID,9780007492893,2012,en,1,Encyclopedias,Available,,,,
ID31,This Is Service Design Doing,Applying Service Design Thinking in the Real World,"Marc Stickdorn, Markus Edgar Hormess, Adam Lawrence, Jakob Schneider","O'Reilly Media, Inc.",http://books.google.com/books/content?id=aKRGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781491927182,2018,en,1,Consumer Behavior,Available,,,,
ID32,Designing Voice User Interfaces,Principles of Conversational Experiences,Cathy Pearl,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=WGnEDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781491955413,2016,en,1,Website Architecture,Available,,,,
ID33,Type on screen,"A critical guide for designers, writers, developers and students",Ellen Lupton,Princeton Architectural Press,https://m.media-amazon.com/images/I/91iGakEgMfL._AC_UL872_FMwebp_QL65_.jpg,ID,9781616891701,2014,en,1,Typography,Available,,,,
ID34,Durch die Decke denken,Design Thinking in der Praxis,Erik Spiekermann,Redline Verlag,https://m.media-amazon.com/images/I/414sChxhEGL._AC_UL872_FMwebp_QL65_.jpg,ID,9783868814798,2015,de,1,Self-Help,Available,,,,
ID35,Foundations of design,,Jeff Davis,Tempe Digital LLC,https://m.media-amazon.com/images/I/71ETp82OgDL._AC_UY436_FMwebp_QL65_.jpg,ID,9780986163739,2016,en,1,Foundation,Rented,Lukas Diesen,18-Feb-2020,,29-Jul-2020
ID36,"Mastering Aperture, Shutter Speed, ISO and Exposure",How They Interact and Affect Each Other,Al Judge,Createspace Independent Pub,https://m.media-amazon.com/images/I/51gzXXtwjmL._AC_UL872_FMwebp_QL65_.jpg,ID,9781482314458,2012,en,1,Photography,Available,,,,
ID37,Learning to See Creatively,"Design, Color, and Composition in Photography",Bryan Peterson,Amphoto Books,http://books.google.com/books/content?id=xffIBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781607748274,2015,en,1,Photography,Available,,,,
ID38,Universal principles of design,"125 ways to enhance Usability, Influence Perception, Increase Appeal, Make better Design Desicions, and Teach through Design","Lidwell, Holden, Butter",,,ID,,,,1,Design,Available,,,,
ID38.1,Universal principles of design,"125 ways to enhance Usability, Influence Perception, Increase Appeal, Make better Design Desicions, and Teach through Design","Lidwell, Holden, Butter",,,ID,,,,1,Design,Available,,,,
ID39,Designing Web Navigation,,James Kalbach,"O'Reilly Media, Inc.",http://books.google.com/books/content?id=LC0cG-vFJbcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9780596528102,2007,en,1,Website Architecture,Available,,,,
ID40,Thoughts on Interaction Design,,Jon Kolko,Elsevier,http://books.google.com/books/content?id=rNrIy5mteo0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9780123809308,2011,en,1,Website Architecture,Available,,,,
ID41,Graphic Design the New Basics,,Ellen Lupton and Jennifer Cole Phillips,,,,,,,,Graphic Design,Available,,,,
ID42,Real-life Responsive Web Design,,Smashing Book,,,,,,,,Responsive Design,Available,,,,
ID43,Qualitative Psychology,A Practical Guide to Research Methods,Jonathan A. Smith,,,,,,,,Psychology,Available,,,,
ID44,Designing for Behavior Change,Applying Psychology and Behavioral Economics,Stephen Wendel,"O'Reilly Media, Inc.",https://m.media-amazon.com/images/I/81WZ-4AbzkL._AC_UL872_FMwebp_QL65_.jpg,ID,9781449367626,2014,en,1,Website Architecture,Available,,,,
ID45,The Animator's Survival Kit,"A Manual of Methods, Principles and Formulas for Classical, Computer, Games, Stop Motion and Internet Animators",Richard Williams,Macmillan,http://books.google.com/books/content?id=w1ADDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ID,9780865478978,2009,en,1,Animation,Available,,,,
ID46,Persuasive Technology,Using Computers to Change What We Think and Do,B.J. Fogg,Morgan Kaufmann,https://m.media-amazon.com/images/I/41mlnszB8+L._AC_UL872_FMwebp_QL65_.jpg,ID,1558606432,2003,en,1,Artificial Intelligence,Available,,,,
ID47,Generative Gestaltung,Creative Coding in Web,"Benedikt Groß, Hartmut Bochnacker, Julia Laub, Claudius Lazzeroni",Verlag Hermann Schmidt,https://m.media-amazon.com/images/I/813gE6m6XwL._AC_UL872_FMwebp_QL65_.jpg,ID,9783874399029,2018,de,1,Graphics Programming,Available,,,,
ID48,Generative Design,"Visualize, Program, and Create with Processing","Benedikt Groß, Hartmut Bochnacker, Julia Laub, Claudius Lazzeroni",Princeton Architectural Press,https://m.media-amazon.com/images/I/51loNKt4HqL._AC_UL872_FMwebp_QL65_.jpg,ID,9781616890773,2012,en,1,3D,Missing,,,,
ID49,Designing For Social Change,Strategies for Community-Based Graphic Design,Andrew Shea,Princeton Architectural Press,http://books.google.com/books/content?id=LZ1ZXwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ID,9781616890476,2012,en,1,Design,Available,,,,
ID50,Cool Infographics,Effective Communication with Data Visualization and Design,Randy Krum,John Wiley & Sons,http://books.google.com/books/content?id=7ZesAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ID,9781118582305,2014,en,1,Design,Available,,,,
ID51,Design for the Real World,Human Ecology and Social Change,Victor Papanek,Acadamy Chicago Publischers,https://m.media-amazon.com/images/I/61M3CQI4GUL._AC_UY436_FMwebp_QL65_.jpg,ID,9780897331531,1971,EN,1,"Human Ecology, Social Change",Available,,,,
ID52,Evil by Design,Interaction Design to Lead Us Into Temptation,Chris Nodder,John Wiley & Sons Inc.,https://m.media-amazon.com/images/I/41VLMNu8uWL._AC_UY436_FMwebp_QL65_.jpg,ID,9781118422144,2013,EN,1,Interaction Design,Available,,,,
