,Main Title,Sub Title,Author,Publisher,Book Cover,Designation,ISBN,Publication Year,Language,Quantity,Subject Area,Status,Name,C/O Date,,Return Date
PM22,Konsumentenverhalten,,"Werner Kroeber-Riel, Andrea Groeppel-Klein",Vahlen,"https://images-na.ssl-images-amazon.com/images/I/41aTTiH%2BSmL._SX331_BO1,204,203,200_.jpg",PM,9783800646180,2013,de,2,,Available,,,,
PM22.1,Konsumentenverhalten,,"Werner Kroeber-Riel, Andrea Groeppel-Klein",Vahlen,"https://images-na.ssl-images-amazon.com/images/I/41aTTiH%2BSmL._SX331_BO1,204,203,200_.jpg",PM,9783800646180,2013,de,2,,Available,,,,
PM23,Cross Cultural Issues in Consumer Science and Consumer Psychology,Current Perspective and Future Directions,"Hester Van Herk, Carlos J. Torelli",Springer International Publishing,https://m.media-amazon.com/images/I/61K052pFeyL._AC_UY436_FMwebp_QL65_.jpg,PM,9783319650906,,en,1,Psycology,Available,,,,
PM24,The social Psychology of Consumer Behaviour,,"Richerd P. Bagozzi, Zaynerp Guerhan-Canle, Joseph R. Priester",Open University Press,"https://images-na.ssl-images-amazon.com/images/I/41yP20BIXDL._SX313_BO1,204,203,200_.jpg",PM,335207227,2007,en,1,Psychology,Available,,,,
PM25,Consumer Psychology in a Social Media World,,"Claudiu V. Dimofte, Curtis ",Routledge,"https://images-na.ssl-images-amazon.com/images/I/51vPkGF5Y5L._SX331_BO1,204,203,200_.jpg",PM,9780765646941,2016,en,1,Psychology,Available,,,,
PM26,Influence,The psychology of persuasion,Robert B. Cialdini,HarperCollins,https://images-na.ssl-images-amazon.com/images/I/512-B-1yXuL.jpg,PM,9780061241895,2007,en,1,Psychology,Available,,,,
PM27,Difficult Conversations,How to Discuss What Matters Most,"Douglas Stone, Bruce Patton, Sheila Heen",Penguin Groups,"https://images-na.ssl-images-amazon.com/images/I/418o27lNqRL._SX324_BO1,204,203,200_.jpg",PM,9780670921348,2011,en,1,Communication,Rented,Matteo Kloiber,24-Feb-2020,,1-Oct-2020
PM28,Riding the Waves of Culture,Understanding the Diversity in Global Business,"Fons Trompennaars, Charles Hampden-Turner",Nicholas Brealey ,"https://images-na.ssl-images-amazon.com/images/I/51LV2-MZ-YL._SX341_BO1,204,203,200_.jpg",PM,9781904838388,2012,en,1,Economics,Available,,,,
PM29,Running Lean,Itarete from Plan A . to a Plan That Works,Ash Maurya,O'Reilly Media,https://images-na.ssl-images-amazon.com/images/I/71ailrFby9L.jpg,PM,9781449305178,2012,en,1,Startup,Available,,,,
PM30,Hacking Growth,How Today's Fastest Growing Companies Drive Breakouts Success,"Sean Ellis, Morgan Brown",Penguin Random House,"https://images-na.ssl-images-amazon.com/images/I/51jQCLAk9SL._SX329_BO1,204,203,200_.jpg",PM,9780753545379,2017,en,1,Economics,Available,,,,
PM31,"a very short, fairly interesting and reasonably cheap book about studying organization",Fourth Edition,Chris Grey,,,,,,,,Organizational management/Business,Available,,,,
PM32,Digital innovation playbook,,Dark hourse innovation,Murmann ,https://media.hugendubel.de/shop/coverscans/299/29942683_9783867745758_xl.jpg,PM,9783867745758,2017,en,3,Startup,Available,,,,
PM32.1,Digital innovation playbook,,Dark hourse innovation,Murmann ,https://media.hugendubel.de/shop/coverscans/299/29942683_9783867745758_xl.jpg,PM,9783867745758,2017,en,3,Startup,Available,,,,
PM32.2,Digital innovation playbook,,Dark hourse innovation,Murmann ,https://media.hugendubel.de/shop/coverscans/299/29942683_9783867745758_xl.jpg,PM,9783867745758,2017,en,3,Startup,Available,,,,
PM32.3,Digital innovation playbook,,Dark hourse innovation,Murmann ,https://media.hugendubel.de/shop/coverscans/299/29942683_9783867745758_xl.jpg,PM,9783867745758,2017,en,3,Startup,Available,,,,
PM33,Lean Analystics,Use Data to Build a Better Startup Faster,Croll and Yoskovitz,O'Reilly Media,"https://images-na.ssl-images-amazon.com/images/I/51paXS1DTpL._SX331_BO1,204,203,200_.jpg",PM,9781449335670,2017,en,1,Economics,Available,,,,
PM34,Leadership from the Inside out,Becoming a Leader for life,Kevin Cashman,Berett-Koehler ,"https://images-na.ssl-images-amazon.com/images/I/51XrQfpIyCL._SX258_BO1,204,203,200_.jpg",PM,9781523094356,2017,en,1,Motivational,Available,,,,
PM35,Start with Why,How great leaders inspire everyone to take action,Simon Sinek,Penguin Group,https://images-na.ssl-images-amazon.com/images/I/71QUhm-AnIL.jpg,PM,9781591846444,2009,en,1,Entrepreneurship,Available,,,,
PM35.1,Start with Why,How great leaders inspire everyone to take action,Simon Sinek,Penguin Group,https://images-na.ssl-images-amazon.com/images/I/71QUhm-AnIL.jpg,PM,9781591846444,2009,en,1,Entrepreneurship,Available,,,,
PM36,Atomic Habits,An Easy and Proven Way to Build Good Habits and Break Bad Ones,James Clear,Penguin Random House ,"https://images-na.ssl-images-amazon.com/images/I/51VTwxiCKEL._SX329_BO1,204,203,200_.jpg",PM,9781847941831,2018,en,1,Self-Help,Rented,Leo Kretschmar,11-Mar-2020,,31-Aug-2020
PM37,Die Autobiografie: Startup-DNA,,Frank Thelen,Murmann,"https://images-na.ssl-images-amazon.com/images/I/41-HocrsZYL._SX367_BO1,204,203,200_.jpg",PM,9783867746113,2018,de,1,Startup,Available,,,,
PM37.1,Die Autobiografie: Startup-DNA,,Frank Thelen,Murmann,"https://images-na.ssl-images-amazon.com/images/I/41-HocrsZYL._SX367_BO1,204,203,200_.jpg",PM,9783867746113,2018,de,1,Startup,Available,,,,
PM38,Nice girls don’t get the corner office,Unconsius Mistakes Woman Make That Sabotage Their Carreers,"Lois P. Frankel, PhD",Hachette Book Group,https://images-na.ssl-images-amazon.com/images/I/71ioAEzZFEL.jpg,PM,9781455558896,2014,en,1,Women,Available,,,,
PM39,Drive,The Suprising Trouth About What Motivates us,Daniel H. Pink,Canongate Books,https://images-na.ssl-images-amazon.com/images/I/71uTHTyxtwL.jpg,PM,9781786891709,2018,en,1,Motivational,Available,,,,
PM40,Radical Candor,How to get what you want by saying what you mean,Kim Scott,Pan Macmillan,https://cdn.waterstones.com/bookjackets/large/9781/5098/9781509845385.jpg,PM,9781509845385,2018,en,1,Motivational,Available,,,,
PM41,The 7 Habits of Highly Effective People,Powerful Lessons in Personal Change,Stephen R. Covey,Simon & Schuster,https://i.ebayimg.com/images/g/uJQAAOSwRJZc-ZNh/s-l640.jpg,PM,9781416502494,2004,en,1,Self-Help,Available,,,,
PM42,Thanks for the Feedback,The Science and Art of Reciving Feedback Well,"Douglas Stone, Sheila Heen",Penguin Random House ,"https://images-na.ssl-images-amazon.com/images/I/51kRGEf7aaL._SX326_BO1,204,203,200_.jpg",PM,9780670922635,2014,en,1,Self-Help,Available,,,,
PM43,The Pause Principle,Step Back to Led Forward,Kevin Cashman,Penguin Random House ,https://images-na.ssl-images-amazon.com/images/I/71TubiRjLzL.jpg,PM,9781609945329,2012,en,1,Motivational,Available,,,,
PM44,Brotopia,Breaking Up The Boy's Club of Silicon Valley,Emily Chang,Penguin Random House ,https://images-na.ssl-images-amazon.com/images/I/8123KNmCz1L.jpg,PM,9780735213531,2018,en,1,Women,Available,,,,
PM45,Emotional Intelligence,Why it can matter more than IQ,Daniel Goleman,Bloomsbury,"https://images-na.ssl-images-amazon.com/images/I/41TdoRWNfxL._SX325_BO1,204,203,200_.jpg",PM,9780747529828,1996,en,1,Self-Help,Available,,,,
PM46,Project to Product,How to Survive and Thrive in the Age of Digital Disruption With the Flow Framework,Mik Kersten,IT Revolution press,https://itrevolution.com/wp-content/uploads/2018/06/P2P_CSCover_RGB_3D-2-e1538586405123-490x700.jpg,PM,9781942788393,2018,en,1,Operations,Available,,,,
PM47,The Four Steps to the Epiphany,Successful Strategies for Products that Win,Steve Blank,K&S Ranch,"https://images-na.ssl-images-amazon.com/images/I/51MLvC%2BJryL._SX370_BO1,204,203,200_.jpg",PM,9780989200509,2013,en,1,Entrepreneurship,Available,,,,
PM48,"Thinking, Fast and slow",,Daniel Kahneman,Penguin ,"https://images-na.ssl-images-amazon.com/images/I/41jZIThj0aL._SX324_BO1,204,203,200_.jpg",PM,9780141033570,2011,en,1,Self-Help,Available,,,,
PM49,The achievement habit,"Stop Wishing, Start Doing and Take Command of Your Life",Bernard Roth,HarperCollins,"https://images-na.ssl-images-amazon.com/images/I/51qUBXK3xkL._SX331_BO1,204,203,200_.jpg",PM,9780062356109,2015,en,1,Motivational,Missing,,,,
PM50,The Distracted Mind,Ancient Brains in a High-Tech World,"Adam Gazzaley, Larry D. Rosen,",MIT Press,"https://images-na.ssl-images-amazon.com/images/I/51AloVz2Q2L._SX331_BO1,204,203,200_.jpg",PM,9780262034944,2016,en,1,Philosophy,Available,,,,
PM51,Crucial conversations,Tools for Talking when Stakes Are High,"Patterson, Grenny, McMillan, Switzler",McGraw-Hill,"https://images-na.ssl-images-amazon.com/images/I/51bz1-F1qyL._SX336_BO1,204,203,200_.jpg",PM,9780071771320,2012,en,1,Communications,Available,,,,
PM52,In the Company of Woman,Indirect Agression Among Women: Why We Hurt Each Other and How to Stop,"Pat Heim, Susan A. Murphy, Susan K. Golant",Penguin Group,"https://images-na.ssl-images-amazon.com/images/I/51m2T7I1-0L._SX330_BO1,204,203,200_.jpg",PM,1585422231,2003,en,1,Women,Available,,,,
PM53,Reinventing Organizations,A Guide to Creating Organisations Inspired by the Next Stage of Human Consciousness ,Frederic Laloux,Nelson Parker,"https://images-na.ssl-images-amazon.com/images/I/51aHymUjSQL._SX335_BO1,204,203,200_.jpg",PM,9782960133509,2014,en ,1,Behaviour,Rented,Katharina Alf,2020-06-30,,28-Jul-2020
PM54,Thank God it's Monday,Wie wir die Arbeitswelt revolutionieren,Dark hourse innovation,Econ,"https://images-na.ssl-images-amazon.com/images/I/41XGS1xwrNL._SX327_BO1,204,203,200_.jpg",PM,9783430201711,2017,de,2,Motivational,Available,,,,
PM54.1,Thank God it's Monday,Wie wir die Arbeitswelt revolutionieren,Dark hourse innovation,Econ,"https://images-na.ssl-images-amazon.com/images/I/41XGS1xwrNL._SX327_BO1,204,203,200_.jpg",PM,9783430201711,2017,de,2,Motivational,Available,,,,
PM55,Designing the invisible,An Intruduction to Service Design,Lara Penin,Bloomsbury Publishing,https://media.bloomsbury.com/rep/bj/9781472572585.jpg,PM,9781472572585,2018,en,1,Service design,Available,,,,
PM56,The Future of Business in Emerging Markets,Growth Staregies for Growth Markets,Nenad Pacek,Marshall Cavendish,https://images-na.ssl-images-amazon.com/images/I/41l%2BOkoNGQL.jpg,PM,9789814346313,2012,en,1,Economics,Available,,,,
PM57,Founders at Work,Stories of Startups' Early Days,Jessica Livingston,,,,,,,,Business,Available,,,,
PM58,Die Manager-schmieden,Studieren an privaten Hochschulen macht sich bezahlt,"Annette Doll, Alexander P. Hansen",Springer,https://images-na.ssl-images-amazon.com/images/I/41M97l6NswL.jpg,PM,9783658212490,2019,de,1,Studies,Available,,,,
PM59,The female Founders Book,Das Buch Fuer Unternehmerische Inspiration,"Val Racheeva, Maxi Knust",???,"https://images-na.ssl-images-amazon.com/images/I/51VFh0JgJmL._SX355_BO1,204,203,200_.jpg",PM,9783000560224,2017,de,1,Entrepreneurship,Available,,,,
PM60,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.1,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.2,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.3,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.4,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.5,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM60.6,Transformational Products,,Matthias Schrader,Next Factory Ottensen,https://m.media-amazon.com/images/I/41zQ+H9+xGL._AC_UY436_FMwebp_QL65_.jpg,PM,9783981871128,2017,"en, de",1,Transformational Products,Available,,,,
PM61,Onlinemarketing-Praxis für Webshops,,Marco De Micheli,Praxium Verlag,https://m.media-amazon.com/images/I/41FEniV1eAL._AC_UY436_FMwebp_QL65_.jpg,PM,9783906092263,2014,de,1,"Online Marketing, Webshops",Available,,,,
PM62,Top-Rankings bei Google und Co.,,Kim Weinand,Galileo Press,https://m.media-amazon.com/images/I/510X+-q6zPL._AC_UL640_FMwebp_QL65_.jpg,PM,9783836219617,2013,de,1,"SEO, Ranking",Available,,,,
PM63,The Five Dysfunctions of a Team,A Leadership Fable,Patrick Lencioni,,,,,,,,Business/Managment,Available,,,,
PM64,The Lean Startup,How Constant Innovation Creates Radically Successful Businesses,Eric Ries,,,PM,,,,1,Business Approach,Available,,,,
PM65,Competitive Advantage ,Creating and Sustaining Superior Performance,Michael E. Porter,Free Press,https://m.media-amazon.com/images/I/815DdUXa0fL._AC_UY436_FMwebp_QL65_.jpg,PM,743260872,2004,EN,1,Financial Strategy,Available,,,,
PM66,Thinking in Systems,,Donella H. Meadows,Chelsea Green Publishing,https://m.media-amazon.com/images/I/61npQHfWgAL._AC_UY436_FMwebp_QL65_.jpg,PM,9781603580557,2008,EN,1,Systems,Missing,,,,
PM67,Producing Open Source Software,How to Run a Successful Free Software Project,Karl Fogel,O'Reilly Media Inc,https://m.media-amazon.com/images/I/41c8kwnJzKL._AC_UY436_FMwebp_QL65_.jpg,PM,9780596007591,2006,EN,1,Open Source Software,Rented,Janek Fischer,17-Mar-2020,,21-Dec-2020
PM68,New Workspace Playbook,Das unverzichtbare Praxisbuch für neues Arbeiten in neuen Räumen,Dark hourse innovation,Murmann Publishers GmbH Hamburg,https://m.media-amazon.com/images/I/91xIxzlVVHL._AC_UY436_FMwebp_QL65_.jpg,PM,9783867745994,2018,de,1,Workspace Strategien,Available,,,,
PM69,How to speak like a CEO,How successful leaders commuicate,"Rose Bickerton, Veronica Virginia Corsi",,,,,,,,Communication,Available,,,,
PM70,Good Strategy Bad Strategy,The Difference and Why it Matters,Richard Rumelt,,,,,,,,Business,Missing,,,,
PM71,Testing Business Ideas,A Field Guide for Rapid Experimentation,"David J. Bland, Alex Osterwalder",,,,,,,,entrepreneurship/Business,Available,,,,
PM72,Brand the Change,"The branding guide for social entrepreneurs, disruptors, not-for-profits and corporate troublemakers",Anne Miltenburg,,,,,,,,Branding/Sustainable Business Development,Available,,,,
PM73,Leading Change at Work,The secret structure of change and how everyone can make it happen,Adam Braus,,,,,,,,Business Managment,Available,,,,
STS01,You Are Not a Gadget,A Manifesto,Jaron Lanier,Vintage,"https://images-na.ssl-images-amazon.com/images/I/41IarMBrfPL._SX324_BO1,204,203,200_.jpg",STS,9780141049113,2011,en,1,Technology,Available,,,,
STS02,Who Owns the Future?,,Jaron Lanier,Simon and Schuster,"https://images-na.ssl-images-amazon.com/images/I/51mLWF8%2BuyL._SX324_BO1,204,203,200_.jpg",STS,9780241957219,2014,en,1,Technology,Available,,,,
STS03,Dawn of The New Everything,A Journey Through Virtual Reality,Jaron Lanier,Random House,https://images-na.ssl-images-amazon.com/images/I/91JdsauEtLL.jpg,STS,9781847923523,2017,en,1,Social Science,Available,,,,
STS04,What Computers Still Cannot Do,A Critique of Artificial Reasons,Hubert L. Dreyfus,MIT Press,https://mitpress.mit.edu/sites/default/files/styles/large_book_cover/http/mitp-content-server.mit.edu%3A18180/books/covers/cover/%3Fcollid%3Dbooks_covers_0%26isbn%3D9780262540674%26type%3D.jpg?itok=ivxJB1NC,STS,9780262540674,1992,en,1,"Artificial Intelligence
",Available,,,,
STS05,Alone Together,Why We Expect More from Technology and Less from Each Other,Sherry Turkle,Hachette UK,"https://images-na.ssl-images-amazon.com/images/I/51GLXo7EelL._SX332_BO1,204,203,200_.jpg",STS,9780465093656,2017,en,1,Psychology,Available,,,,
STS06,Life on Screen,Identity in the Age of the Internet,Sherry Turkle,Simon and Schuster,https://images-na.ssl-images-amazon.com/images/I/81iYVOjEpRL.jpg,STS,9780684833484,1997,en,1,Science,Available,,,,
STS07,Reclaiming Conversation,The Power of Talk in a Digital Age,Sherry Turkle,Penguin,http://www.reclaimingconversationbook.com/wp-content/uploads/2015/06/Jacket-for-Reclaiming-Conversation.jpg,STS,9780143109792,2016,en,1,Social Science,Available,,,,
STS08,Evocative Objects,Things We Think With,Sherry Turkle,MIT Press,"https://images-na.ssl-images-amazon.com/images/I/51c1JPPMN1L._SX334_BO1,204,203,200_.jpg",STS,9780262516778,2011,en,1,Social Science,Available,,,,
STS09,The Second Self,Computers an the Human Spirit,Sherry Turkle,MIT Press,https://mitpress.mit.edu/sites/default/files/styles/large_book_cover/http/mitp-content-server.mit.edu%3A18180/books/covers/cover/%3Fcollid%3Dbooks_covers_0%26isbn%3D9780262701112%26type%3D.jpg?itok=DlD8idEU,STS,9780262701112,2005,en,1,Psychology,Available,,,,
STS10,CODE,and Other Laws of Cyberspace 2.0,Lawrence Lessig,,,STS,,,,1,Computing/Law/Current Events,Available,,,,
STS11,The Future of Ideas,The fate of the commons in a connected world,Lawrence Lessig,,,STS,,,,1,Technology/Law,Available,,,,
STS12,Free Culture,How big media uses technology and the law to lock down culture and control creativity,Lawrence Lessig,Penguin Press HC,"https://images-na.ssl-images-amazon.com/images/I/514%2BDi5TQ2L._SX326_BO1,204,203,200_.jpg",STS,9781092270915,2006,en,1,IT and Society,Available,,,,
STS13,Remix,Making Art and Commerce thrive in the Hybrid Economy,Lawrence Lessig,Penguin Books,https://images-na.ssl-images-amazon.com/images/I/71GA4Co7RlL.jpg,STS,9780143116134,2009,en,1,Economics,Available,,,,
STS14,The Boy Who Could Change the World,,Lawrence Lessig,Bookbright Media,https://zdnet4.cbsistatic.com/hub/i/r/2016/03/01/62b9b7c7-1be0-4635-9c6a-f51257d19889/thumbnail/770x578/47608f639c7ada3c28902dd90f1774ba/swartz-book-thumb.jpg,STS,9781784784966,2016,en,1,Biography,Available,,,,
STS15,Weaving the Web,The Original Design and Ultimate Destiny of The World Wide Web,Tim Berners-Lee,HarperBusiness,"https://images-na.ssl-images-amazon.com/images/I/511kcv3KjrL._SX327_BO1,204,203,200_.jpg",STS,9780062515872,2000,en,1,E-Commerce,Available,,,,
STS16,The Cathetral & the Bazaar,Musings on Linux and Open Source by an Accidental Revolutionary ,Eric S. Raymond,O'Reilly Media,https://images-na.ssl-images-amazon.com/images/I/51rW7lsLAVL.jpg,STS,9780596001087,2001,en,1,Computers,Available,,,,
STS17,Just for Fun,The Story of an Accidental Revolutionary ,Linus Thorwalds,HarperBusiness,"https://images-na.ssl-images-amazon.com/images/I/41xNrr2ihFL._SX330_BO1,204,203,200_.jpg",STS,9780066620732,2002,en,1,Biography,Available,,,,
STS18,Computer Power and Human Reason,From Judgment to Calculation,Joseph Weizenbaum,,,STS,,,,1,Philosophy/Computer Science,Available,,,,
STS19,Islands in the Cyberstream,Seeking Havens of Reason in a Programmed Society,"Joseph Weizenbaum, Gunna Wendt",Litwin Books,https://litwinbooks.com/wp-content/uploads/2018/11/Islands-in-the-Cyberstream-Seeking-Havens-of-Reason-in-a-Programmed-Society-195x300.jpg,STS,9781634000000,2015,en,1,Social Science,Available,,,,
STS20,The Human Use of Human Beings,Cybernetics and Society ,Norbert Wiener,Hachette UK,https://www.google.com/url?sa=i&source=images&cd=&ved=2ahUKEwivxO29l5PjAhWEbVAKHTSFDdYQjRx6BAgBEAU&url=https%3A%2F%2Fwww.amazon.com%2FHuman-Use-Beings-Cybernetics-Society%2Fdp%2F0306803208&psig=AOvVaw2z1Ngy3xdc00MSyNyMv4kk&ust=1562052046865836,STS,9780306803208,1988,en,1,Computers,Available,,,,
STS21,"Free Software, Free Society",Selected essay of Richard M. Stallman,Richard M. Stallman,,,STS,,,,1,Ethics/Law/Computer Software,Available,,,,
STS22,Understanding Media,,Marshall McLuhan,Routledge,https://m.media-amazon.com/images/I/919hiDxPoML._AC_UY436_FMwebp_QL65_.jpg,STS,9780415253970,2001,en,1,Media and Information Theory,Available,,,,
STS23,Holding on to Reality,The Nature of Information at the Turn of the Millennium,Albert Borgmann,University of Chicago Press,"https://images-na.ssl-images-amazon.com/images/I/41r4CEtWOxL._SX331_BO1,204,203,200_.jpg",STS,9780226066233,2000,en,1,Technology,Available,,,,
STS24,The Psychology of Computer Programming,,Gerald M. Weinberg,Dorset House,"https://images-na.ssl-images-amazon.com/images/I/518B8Q32VVL._SX327_BO1,204,203,200_.jpg",STS,9780932633422,1998,en,1,Programming,Available,,,,
STS25,The Mythical Man-Month,Essays on Software Engineering,Frederick P. Brooks Jr.,Pearson Education,https://images-na.ssl-images-amazon.com/images/I/51WIpM70FEL.jpg,STS,9780201835953,1995,en,1,IT Project Management,Available,,,,
STS26,The Design of Design,essays from computer scientist,Frederick Brooks,Addison Wesley,https://m.media-amazon.com/images/I/51XIhubapBL._AC_UY436_FMwebp_QL65_.jpg,STS,9780201362985,2010,en,1,Problems of IT Practices,Available,,,,
STS27,Plato Complete Works,,Plato,Hackett Publishing,"https://images-na.ssl-images-amazon.com/images/I/51MzSp6UPlL._SX331_BO1,204,203,200_.jpg",STS,9780872203495,1997,en,1,Philosophy,Available,,,,
STS28,The Imperative of Responsibility,In Search for an Ethics for the Technological age,Hans Jonas,University of Chicago Press,"https://images-na.ssl-images-amazon.com/images/I/418ZHPXxwYL._SX324_BO1,204,203,200_.jpg",STS,9780226405971,1985,en,1,Philosophy,Available,,,,
STS29,"Objective Idealism, Ethics, and Politics",,Vittorio Hösle,,,STS,,,,1,Philosophy,Missing,,,,
STS30,Morals and Politics,,Vittorio Hösle,,,STS,,,,1,Philosophy,Available,,,,
STS31,Kant: Groundwork of the Metaphysics of Morals,A Critical Guide,Gregor/Timmerman/Korsgaard (transl.),Cambridge University Press,https://assets.thalia.media/img/36263607-00-00.jpg,STS,9781107641143,2013,en,1,Philosophy,Available,,,,
STS32,Critique of Practical Reason,,Immanuel Kant,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/31SObU4N64L._SX331_BO1,204,203,200_.jpg",STS,9781107467057,2015,en,1,Philosophy,Available,,,,
STS33,Critique of Pure Reason,,Immanuel Kant,Cambridge University Press,https://images-na.ssl-images-amazon.com/images/I/61wMzlVtcJL.jpg,STS,9780521657297,1999,en,1,Philosophy,Available,,,,
STS34,Critique of Judgement,,Immanuel Kant,Oxford University Press,https://blackwells.co.uk/jacket/l/9780199552467.jpg,STS,9780199552467,2018,en,1,Philosophy,Available,,,,
STS35,Political Writings,,Immanuel Kant,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/51GthmvousL._SX317_BO1,204,203,200_.jpg",STS,9780521398374,1991,en,1,Political Science,Available,,,,
STS36,The Metaphysics of Morals,,Immanuel Kant,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/31AISyLBWTL._SX331_BO1,204,203,200_.jpg",STS,9781107086395,2017,en,1,Philosophy,Available,,,,
STS37,Nicomachean Ethics,,Aristotle,Hackett Publishing Co,https://cdn.waterstones.com/bookjackets/large/9781/6246/9781624661174.jpg,STS,9781624661174,2014,en,1,Philosophy,Available,,,,
STS38,Being and Nothingness,,Jean-PaulSartre,Routledge,"https://images-na.ssl-images-amazon.com/images/I/318LfoXM6CL._SX314_BO1,204,203,200_.jpg",STS,9780415278485,2003,en,1,Philosophy,Available,,,,
STS39,Dilemmas,,Gilbert Ryle,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/61XQuBocckL._SX328_BO1,204,203,200_.jpg",STS,97811075341193,2015,en,1,Philosophy,Available,,,,
STS40,A Theory of Justice,,John Rawls,Harvard University Press,"https://images-na.ssl-images-amazon.com/images/I/51UE32zAcgL._SX331_BO1,204,203,200_.jpg",STS,9780674017726,2005,en,1,Philosophy,Available,,,,
STS41,Leviathan,,Thomas Hobbes,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/41LULT0WOEL._SX317_BO1,204,203,200_.jpg",STS,9783150083482,2017,en,1,Philosophy,Available,,,,
STS42,Spheres of Justice,A Defense of Pularism and Equality,Michael Walzer,Basic Books,"https://images-na.ssl-images-amazon.com/images/I/51Eop%2B89vNL._SX331_BO1,204,203,200_.jpg",STS,9780465081899,1984,en,1,Philosophy,Available,,,,
STS43,The Major Political Writings of Jean-Jacques Rousseau,,"Jean-Jacques Rousseau, John Scott",University of Chicago Press,"https://images-na.ssl-images-amazon.com/images/I/41HiYHmW3cL._SX331_BO1,204,203,200_.jpg",STS,9780226151311,2014,en,1,Philosophy,Available,,,,
STS44,Illuminations,Essays and Reflections,Walter Benjamin,Penguin Random House,https://cdn2.penguin.com.au/covers/original/9781847923868.jpg,STS,97818847923868,2015,en,1,Philosophy,Available,,,,
STS45,Readings in Classical Chinese Philosophy,,Van Norden/Ivanhoe,Hackett Publishing Co,https://m.media-amazon.com/images/I/717xR3zUVEL._AC_UY436_FMwebp_QL65_.jpg,STS,9789872207806,2001,en,1,Philosophy,Available,,,,
STS46,The One-Dimensional Man,,Herbert Marcuse,Routlege Classiccs,https://images.tandf.co.uk/common/jackets/agentjpg/978041528/9780415289771.jpg,STS,9780415289771,2002,en,1,Political Science,Available,,,,
STS47,Dialectics of Enlightenment,,"Max Horkheimer, Theodor W. Adorno, Gunzelin Noeri",Verso,https://cdn-ed.versobooks.com/images/000011/507/Dialectic-of-Enlightenment-front-1050-3b60fddebe32ee0679e180dfe91630b9.jpg,STS,9781784786793,2012,en,1,Social Science,Available,,,,
STS48,The Unix Philosophy,,Mike Gancarz,Digital Press,"https://images-na.ssl-images-amazon.com/images/I/41a-xGhPJIL._SX331_BO1,204,203,200_.jpg",STS,9781555581237,1994,en,1,Computers,Available,,,,
STS49,The Gay Science,"With a Prelude in German Rhymes and an Appendix of Songs
","Friedrich Nietzsche, Bernard Williams, Josefine Nauckhoff",Cambridge University Press,https://assets.cambridge.org/97805216/36452/cover/9780521636452.jpg,STS,9780521636452,2001,en,1,Philosophy,Available,,,,
STS50,Beyond Good and Evil,,Friedrich Nietzsche,,,,,,,1,Philosophy,Available,,,,
STS51,"Tractatus Logico-Philosophicus
",,Ludwig Wittgenstein,Routledge,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4152/9780415254083.jpg,STS,9780415254083,2001,en,1,Philosophy,Missing,,,,
STS52,Philosophical Investigations,,Ludwig Wittgenstein,John Wiley & Sons,"https://images-na.ssl-images-amazon.com/images/I/41IhsTqZh6L._SX340_BO1,204,203,200_.jpg",STS,9781405159296,2009,en,1,Philosophy,Available,,,,
STS53,The Cambridge Handbook of Information and Computer Ethics,,Luciano Floridi,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/51nmKwZcwAL._SX348_BO1,204,203,200_.jpg",STS,9780521888981,2010 reprinted 2012,en,1,Philosophy,Available,,,,
STS54,The Handbook of Information and Computer Ethics,,Himma/Tavani,Wiley-Interscience,https://m.media-amazon.com/images/I/61h72QVZXzL._AC_UY436_FMwebp_QL65_.jpg,STS,9780471799597,2008,en,1,Philosophy and Ethics of Technology,Available,,,,
